id,name,brand,sku,ean,category,form,price_czk,vitar,nasevitaminy,ceskevitaminy,vitar_url,nasevitaminy_url,ceskevitaminy_url,recommendation,recommendation_reason,source_count,has_conflict
prd_e9b8a2b0854f,"Capri-Sun Pomeranč 0,2 l",Capri-Sun,40000112,4000177407400,Hydratace a nápoje,Nápoj,13.5,True,True,False,https://www.vitar.cz/capri-sun-pomeranc-0-2-l/,https://www.nasevitaminy.cz/capri-sun-pomeranc-0-2-l,,review,Portfolio je mimo hlavní health proposition; nutné obchodní rozhodnutí.,2,False
prd_1db711655d71,"Capri-Sun Pomeranč + broskev 0,33 l",Capri-Sun,50183747,,Hydratace a nápoje,Nápoj,31.5,True,False,False,https://www.vitar.cz/capri-sun-pomeranc-broskev-0-33-l/,,,review,Portfolio je mimo hlavní health proposition; nutné obchodní rozhodnutí.,1,False
prd_8d030e405324,"Capri-Sun Safari Fruits 0,2 l",Capri-Sun,40000132,4000177407608,Hydratace a nápoje,Nápoj,13.5,True,True,False,https://www.vitar.cz/capri-sun-safari-fruits-0-2-l/,https://www.nasevitaminy.cz/capri-sun-safari-fruits-0-2-l,,review,Portfolio je mimo hlavní health proposition; nutné obchodní rozhodnutí.,2,False
prd_fd35fc0b74f0,Capri-Sun taška,Capri-Sun,39005029,3900502900000,Hydratace a nápoje,Neurčeno,199,False,True,False,,https://www.nasevitaminy.cz/capri-sun-taska,,review,Portfolio je mimo hlavní health proposition; nutné obchodní rozhodnutí.,1,False
prd_ca9061e8b1d5,"Capri-Sun Višeň + granátové jablko 0,33 l",Capri-Sun,50600044,4000177172629,Hydratace a nápoje,Nápoj,31.5,True,True,False,https://www.vitar.cz/capri-sun-visen-and-granatove-jablko-0-33-l/,https://www.nasevitaminy.cz/capri-sun-visen-granatove-jablko-0-33-l,,review,Portfolio je mimo hlavní health proposition; nutné obchodní rozhodnutí.,2,False
prd_0dff242c1ee1,eMVe Hořčík + vitamin C a B6,eMVe,42300201,8595011113549,Hořčík,Tablety,36.9,True,True,False,https://www.vitar.cz/emve-horcik-vitamin-c-a-b6/,https://www.nasevitaminy.cz/emve-horcik-vitamin-c-a-b6,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_b5f315757813,eMVe Magnézium 200 mg + B6,eMVe,42300204,8595011128482,Hořčík,Tablety,21.9,True,True,False,https://www.vitar.cz/emve-magnezium-200-mg-b6/,https://www.nasevitaminy.cz/emve-magnezium-200-mg-b6,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_44627c5d2b58,eMVe Multivita+,eMVe,42300202,8595011113389,Vitaminy a minerály,Tablety,36.9,True,True,False,https://www.vitar.cz/emve-multivita/,https://www.nasevitaminy.cz/emve-multivita,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_38e4f8064dc4,eMVe Multivitamin,eMVe,42300205,8595011128406,Vitaminy a minerály,Tablety,21.9,True,True,False,https://www.vitar.cz/emve-multivitamin/,https://www.nasevitaminy.cz/emve-multivitamin,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_54ba3d3c6572,"eMVe Vápník-hořčík-zinek + vitaminy C, D3 a K1",eMVe,42300209,8595011135176,Vitaminy a minerály,Tablety,21.9,True,True,False,https://www.vitar.cz/emve-vapnik-horcik-zinek-vitaminy-c-d3-a-k1/,https://www.nasevitaminy.cz/emve-vapnik-horcik-zinek-vitaminy-c-d3-a-k1,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,True
prd_a8b9afdfa3ad,eMVe Vitamin C,eMVe,42300203,8595011113518,Imunita,Tablety,36.9,True,True,False,https://www.vitar.cz/emve-vitamin-c/,https://www.nasevitaminy.cz/emve-vitamin-c,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_eefce9f644af,eMVe Vitamin C 180 mg,eMVe,42300206,8595011128451,Imunita,Tablety,21.9,True,True,False,https://www.vitar.cz/emve-vitamin-c-180-mg/,https://www.nasevitaminy.cz/emve-vitamin-c-180-mg,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_5f63df374c5b,Energit Coffee,Energit,42100609,8595011147186,Energie a výkon,Tablety,51.9,True,True,False,https://www.vitar.cz/energit-coffee/,https://www.nasevitaminy.cz/energit-coffee-kofein-42-tbl,,review,"Rozhodnout mezi VITAR.cz a NašeVitamíny.cz podle pozice, ceny a cílové skupiny.",2,False
prd_a0ee3302d3f9,Energit Dextróza sport Magnézium + B6,Energit,50000007,8595011143638,Hroznový cukr a cukrovinky,Tablety,18.9,True,True,False,https://www.vitar.cz/energit-dextroza-sport-magnezium-b6/,https://www.nasevitaminy.cz/energit-dextroza-sport-magnezium-b6,,review,"Rozhodnout mezi VITAR.cz a NašeVitamíny.cz podle pozice, ceny a cílové skupiny.",2,False
prd_304511ddbb72,Energit Hroznový cukr multivitamin,Energit,00000012,,Hroznový cukr a cukrovinky,Tablety,18.9,True,False,False,https://www.vitar.cz/energit-hroznovy-cukr-multivitamin/,,,review,"Rozhodnout mezi VITAR.cz a NašeVitamíny.cz podle pozice, ceny a cílové skupiny.",1,False
prd_8b0269c3755c,Energit Hroznový cukr multivitamin - citron,Energit,50000001,8586015310515,Hroznový cukr a cukrovinky,Tablety,18.9,False,True,False,,https://www.nasevitaminy.cz/energit-hroznovy-cukr-multivitamin-citron,,review,"Rozhodnout mezi VITAR.cz a NašeVitamíny.cz podle pozice, ceny a cílové skupiny.",1,False
prd_753554a57f97,Energit Hroznový cukr multivitamin - citron,Energit,50000003,8586015310492,Hroznový cukr a cukrovinky,Tablety,18.9,False,True,False,,https://www.nasevitaminy.cz/energit-hroznovy-cukr-multivitamin-pomeranc,,review,"Rozhodnout mezi VITAR.cz a NašeVitamíny.cz podle pozice, ceny a cílové skupiny.",1,False
prd_3d2dcb1a6969,Energit Hroznový cukr multivitamin - jahoda,Energit,50000002,8586015310508,Hroznový cukr a cukrovinky,Tablety,18.9,False,True,False,,https://www.nasevitaminy.cz/energit-hroznovy-cukr-multivitamin-jahoda,,review,"Rozhodnout mezi VITAR.cz a NašeVitamíny.cz podle pozice, ceny a cílové skupiny.",1,False
prd_1c42f5001ce1,Energit Hroznový cukr multivitamin - třešeň,Energit,50000006,8586015310256,Hroznový cukr a cukrovinky,Tablety,18.9,False,True,False,,https://www.nasevitaminy.cz/energit-hroznovy-cukr-multivitamin-tresen,,review,"Rozhodnout mezi VITAR.cz a NašeVitamíny.cz podle pozice, ceny a cílové skupiny.",1,False
prd_bd81b03afcee,Energit Imunita,Energit,42100603,8595011124187,Imunita,Tablety,51.9,True,True,False,https://www.vitar.cz/energit-imunita/,https://www.nasevitaminy.cz/energit-imunita,,review,"Rozhodnout mezi VITAR.cz a NašeVitamíny.cz podle pozice, ceny a cílové skupiny.",2,False
prd_b1145e8cff69,Energit Magnézium,Energit,42100608,8595011129083,Hořčík,Tablety,51.9,True,True,False,https://www.vitar.cz/energit-magnezium/,https://www.nasevitaminy.cz/energit-magnezium,,review,"Rozhodnout mezi VITAR.cz a NašeVitamíny.cz podle pozice, ceny a cílové skupiny.",2,False
prd_e92bad3ebed5,Energit Multivitamin,Energit,42100601,8595011124248,Imunita,Tablety,51.9,True,True,False,https://www.vitar.cz/energit-multivitamin/,https://www.nasevitaminy.cz/energit-multivitamin,,review,"Rozhodnout mezi VITAR.cz a NašeVitamíny.cz podle pozice, ceny a cílové skupiny.",2,False
prd_6dced38fee56,Energit Pro děti,Energit,42100606,8595011124217,Děti,Tablety,51.9,True,True,False,https://www.vitar.cz/energit-pro-deti/,https://www.nasevitaminy.cz/energit-pro-deti,,review,"Rozhodnout mezi VITAR.cz a NašeVitamíny.cz podle pozice, ceny a cílové skupiny.",2,False
prd_b6b712a471bc,Energit Pro oči,Energit,42100604,8595011124309,Zrak,Tablety,51.9,True,True,False,https://www.vitar.cz/energit-pro-oci/,https://www.nasevitaminy.cz/energit-pro-oci,,review,"Rozhodnout mezi VITAR.cz a NašeVitamíny.cz podle pozice, ceny a cílové skupiny.",2,False
prd_501c247061d8,Energit Pro řidiče,Energit,42100605,8595011124279,Spánek a stres,Tablety,51.9,True,True,False,https://www.vitar.cz/energit-pro-ridice/,https://www.nasevitaminy.cz/energit-pro-ridice,,review,"Rozhodnout mezi VITAR.cz a NašeVitamíny.cz podle pozice, ceny a cílové skupiny.",2,False
prd_0cb46a11a746,Energit Vitamin D3 + acerola,Energit,42100611,8595011141573,Imunita,Tablety,51.9,True,True,False,https://www.vitar.cz/energit-vitamin-d3-acerola/,https://www.nasevitaminy.cz/energit-vitamin-d3-acerola,,review,"Rozhodnout mezi VITAR.cz a NašeVitamíny.cz podle pozice, ceny a cílové skupiny.",2,False
prd_97f2b86cf322,Energit Zázvor,Energit,42100610,8595011147209,Imunita,Tablety,51.9,True,True,False,https://www.vitar.cz/energit-zazvor/,https://www.nasevitaminy.cz/energit-zazvor-lisejnik-42-tbl,,review,"Rozhodnout mezi VITAR.cz a NašeVitamíny.cz podle pozice, ceny a cílové skupiny.",2,False
prd_f970b7f46b0d,Irbis Aspartam (220 tbl.),Irbis,46000004,0000085906488,Sladidla,Tablety,75,False,True,False,,https://www.nasevitaminy.cz/irbis-aspartam-220-tbl,,review,Portfolio je mimo hlavní health proposition; nutné obchodní rozhodnutí.,1,False
prd_a1354f17b245,Irbis Aspartam Big Sweet 10x sladší (sypká směs),Irbis,46000002,8594002799205,Sladidla,Prášek,106,True,True,False,https://www.vitar.cz/irbis-big-sweet-10x-sladsi/,https://www.nasevitaminy.cz/irbis-aspartam-big-sweet-10x-sladsi-sypka-smes,,review,Portfolio je mimo hlavní health proposition; nutné obchodní rozhodnutí.,2,False
prd_28dec59c3a93,Irbis Aspartam - dávkovač (110 tbl.),Irbis,46000018,8595011134001,Sladidla,Tablety,43,False,True,False,,https://www.nasevitaminy.cz/irbis-aspartam-davkovac-110-tbl,,review,Portfolio je mimo hlavní health proposition; nutné obchodní rozhodnutí.,1,False
prd_1f06c7c74262,Irbis Aspartam Sweet 3x sladší (sypká směs),Irbis,46000001,8594002790226,Sladidla,Prášek,92,True,True,False,https://www.vitar.cz/irbis-aspartam-sweet-3x-sladsi/,https://www.nasevitaminy.cz/irbis-aspartam-sweet-3x-sladsi-sypka-smes,,review,Portfolio je mimo hlavní health proposition; nutné obchodní rozhodnutí.,2,False
prd_5769ac62201b,Irbis Aspartam - tablety,Irbis,00000017,,Sladidla,Tablety,43,True,False,False,https://www.vitar.cz/irbis-aspartam-tablety/,,,review,Portfolio je mimo hlavní health proposition; nutné obchodní rozhodnutí.,1,False
prd_21139ca3343f,Irbis se sladidly z rostliny stévie (220 tbl.),Irbis,46000011,8595011128697,Sladidla,Tablety,98,False,True,False,,https://www.nasevitaminy.cz/irbis-se-sladidly-z-rostliny-stevie-220-tbl,,review,Portfolio je mimo hlavní health proposition; nutné obchodní rozhodnutí.,1,False
prd_985c0960b0d9,Irbis se sladidly z rostliny stévie - dávkovač (110 tbl.),Irbis,46000017,8595011132021,Sladidla,Tablety,77,False,True,False,,https://www.nasevitaminy.cz/irbis-se-sladidly-z-rostliny-stevie-davkovac-110-tbl,,review,Portfolio je mimo hlavní health proposition; nutné obchodní rozhodnutí.,1,False
prd_170e581925fa,Irbis se sladidly z rostliny stévie (sypká směs),Irbis,46000014,8595011128239,Sladidla,Prášek,110,True,True,False,https://www.vitar.cz/irbis-stevie-sypke-sladidlo-250-g/,https://www.nasevitaminy.cz/irbis-se-sladidly-z-rostliny-stevie-sypka-smes,,review,Portfolio je mimo hlavní health proposition; nutné obchodní rozhodnutí.,2,False
prd_ca09a138fa59,Irbis se sladidly z rostliny stévie - tablety,Irbis,00000019,,Sladidla,Tablety,77,True,False,False,https://www.vitar.cz/irbis-stevie-tablety/,,,review,Portfolio je mimo hlavní health proposition; nutné obchodní rozhodnutí.,1,False
prd_c96141652751,Irbis Sukralóza s chromem - tablety,Irbis,46000016,8595011131994,Sladidla,Tablety,47,True,True,False,https://www.vitar.cz/irbis-sukraloza-s-chromem-davkovac-110-tbl/,https://www.nasevitaminy.cz/irbis-sukraloza-s-chromem-davkovac-110-tbl,,review,Portfolio je mimo hlavní health proposition; nutné obchodní rozhodnutí.,2,False
prd_e39b726e1d43,Maxi Vita B-komplex forte + vitamin C,Maxi Vita,42300016,8595011119978,Vitaminy a minerály,Tablety,64.9,True,True,False,https://www.vitar.cz/maxivita-b-komplex-forte-vitamin-c/,https://www.nasevitaminy.cz/maxi-vita-b-komplex-forte-vitamin-c,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_32286172a1ef,Maxi Vita Beauty Kyselina hyaluronová 100 mg + koenzym Q10,Maxi Vita,42300097,8595011144260,"Krása, vlasy a pleť",Kapsle,310,True,True,False,https://www.vitar.cz/maxi-vita-beauty-kyselina-hyaluronova-100-mg-koenzym-q10/,https://www.nasevitaminy.cz/maxi-vita-beauty-kyselina-hyaluronova-100-mg-koenzym-q10,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_a8715b9a5dac,Maxi Vita Beauty Mořský kolagen,Maxi Vita,42300093,8595011138115,"Krása, vlasy a pleť",Kapsle,291,True,True,False,https://www.vitar.cz/maxivita-beauty-morsky-kolagen/,https://www.nasevitaminy.cz/maxi-vita-beauty-morsky-kolagen,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_2203af478a61,Maxi Vita Beta karoten,Maxi Vita,42300005,8595011107456,"Krása, vlasy a pleť",Tablety,64.9,True,True,False,https://www.vitar.cz/maxivita-beta-karoten/,https://www.nasevitaminy.cz/maxi-vita-beta-karoten,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_0e6c074b17d9,Maxi Vita Chrom + garcinia cambogia,Maxi Vita,42300009,8595011109689,Zrak,Tablety,46.9,True,True,False,https://www.vitar.cz/maxivita-chrom-garcinia-cambogia/,https://www.nasevitaminy.cz/maxi-vita-chrom-garcinia-cambogia,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_7039916d0193,Maxi Vita dávkovač léků denní,Maxi Vita,49040002,8591078420149,Srdce a oběh,Neurčeno,49.9,True,True,False,https://www.vitar.cz/maxi-vita-davkovac-leku-denni-1437/,https://www.nasevitaminy.cz/maxi-vita-davkovac-leku-denni,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_7db8543810ac,Maxi Vita dávkovač léků týdenní,Maxi Vita,49040001,8591078420149,Srdce a oběh,Neurčeno,179.9,True,True,False,https://www.vitar.cz/maxi-vita-davkovac-leku-tydenni/,https://www.nasevitaminy.cz/maxi-vita-davkovac-leku-tydenni,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,True
prd_1f2dbf03d3b9,Maxi Vita Energy Power,Maxi Vita,43200309,8595011143256,Zdraví žen,Prášek,87.9,True,True,False,https://www.vitar.cz/maxivita-energy-power/,https://www.nasevitaminy.cz/maxi-vita-energy-power,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_95c62ef2aef6,Maxi Vita Exclusive Beta-karoten forte+,Maxi Vita,42300072,8595011134841,"Krása, vlasy a pleť",Tablety,131.9,True,True,False,https://www.vitar.cz/maxivita-exclusive-beta-karoten-forte/,https://www.nasevitaminy.cz/maxi-vita-exclusive-beta-karoten-forte,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_e468f33ea5a4,Maxi Vita Exclusive BOX,Maxi Vita,41300115,8595011146134,Hořčík,Šumivé tablety,149.9,False,True,False,,https://www.nasevitaminy.cz/maxi-vita-exclusive-box-3-mix-eff-tbl,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,1,False
prd_b004ab0a59ae,Maxi Vita Exclusive Detox očista jater,Maxi Vita,41300105,8595011131550,Trávení a probiotika,Šumivé tablety,64.9,True,True,False,https://www.vitar.cz/maxivita-exclusive-detox-ocista-jater/,https://www.nasevitaminy.cz/maxi-vita-exclusive-detox-ocista-jater,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_8a6c4f750124,Maxi Vita Exclusive Erektor,Maxi Vita,42300060,8595011118162,Energie a výkon,Kapsle,184.9,True,True,False,https://www.vitar.cz/maxivita-exclusive-erektor/,https://www.nasevitaminy.cz/maxi-vita-exclusive-erektor,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_b90f5958fc55,Maxi Vita Exclusive Ginkgo biloba,Maxi Vita,41300104,8595011131536,Srdce a oběh,Šumivé tablety,64.9,True,True,False,https://www.vitar.cz/maxivita-exclusive-ginkgo-biloba/,https://www.nasevitaminy.cz/maxi-vita-exclusive-ginkgo-biloba,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_8619eee911df,Maxi Vita Exclusive Kloubní výživa,Maxi Vita,43200014,8595011120134,Klouby a pohyb,Prášek,184.9,True,True,False,https://www.vitar.cz/maxivita-exclusive-kloubni-vyziva/,https://www.nasevitaminy.cz/maxi-vita-exclusive-kloubni-vyziva,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_53aec124498a,Maxi Vita Exclusive Kolagen forte+,Maxi Vita,42300064,8595011124873,Klouby a pohyb,Kapsle,184.9,True,True,False,https://www.vitar.cz/maxivita-exclusive-kolagen-forte/,https://www.nasevitaminy.cz/maxi-vita-exclusive-kolagen-forte,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_cf2bfccc7faf,"Maxi Vita Exclusive Krásné vlasy, nehty a pleť",Maxi Vita,42300069,8595011131451,"Krása, vlasy a pleť",Kapsle,184.9,True,True,False,https://www.vitar.cz/maxivita-exclusive-krasne-vlasy-nehty-a-plet/,https://www.nasevitaminy.cz/maxi-vita-exclusive-krasne-vlasy-nehty-a-plet,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_a68eac2bb9d5,Maxi Vita Exclusive Kyselina Hyaluronová + koenzym Q10,Maxi Vita,42300062,8595011146042,"Krása, vlasy a pleť",Neurčeno,299.9,False,True,False,,https://www.nasevitaminy.cz/mxv-excl-kys-hyaluron-koenzym-q10-60-cps,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,1,False
prd_fba3ac6c7246,Maxi Vita Exclusive Kyselina hyaluronová + koenzym Q10,Maxi Vita,423000622,8595011146042,"Krása, vlasy a pleť",Kapsle,299.9,True,False,False,https://www.vitar.cz/maxi-vita-exclusive-kyselina-hyaluronova-koenzym-q10/,,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,1,False
prd_d7da22b49ec3,Maxi Vita Exclusive Lutein forte+,Maxi Vita,42300065,8595011126938,Zrak,Kapsle,184.9,True,True,False,https://www.vitar.cz/maxivita-exclusive-lutein-forte/,https://www.nasevitaminy.cz/maxi-vita-exclusive-lutein-forte,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_49a2199f133c,Maxi Vita Exclusive Magnézium,Maxi Vita,41300103,8595011131512,Hořčík,Šumivé tablety,64.9,True,True,False,https://www.vitar.cz/maxivita-exclusive-magnezium/,https://www.nasevitaminy.cz/maxi-vita-exclusive-magnezium,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_6f68820844ff,Maxi Vita Exclusive Magnézium forte+,Maxi Vita,42300068,8595011128987,Hořčík,Tablety,129.9,True,True,False,https://www.vitar.cz/maxivita-exclusive-magnezium-forte/,https://www.nasevitaminy.cz/maxi-vita-exclusive-magnezium-forte,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_64a5b3c7b7a8,Maxi Vita Exclusive Multivitamin,Maxi Vita,41300102,8595011131499,Vitaminy a minerály,Šumivé tablety,64.9,True,True,False,https://www.vitar.cz/maxivita-exclusive-multivitamin/,https://www.nasevitaminy.cz/maxi-vita-exclusive-multivitamin,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_c23f7edc7fae,Maxi Vita Exclusive Odkyselení,Maxi Vita,41300114,8595011146769,Zdraví žen,Šumivé tablety,89.9,True,True,False,https://www.vitar.cz/maxi-vita-exclusive-odkyseleni/,https://www.nasevitaminy.cz/maxi-vita-exclusive-odkyseleni-20-eff-tbl,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_f218d45a4482,Maxi Vita Exclusive Odvodnění,Maxi Vita,41300113,8595011146745,Hydratace a nápoje,Šumivé tablety,89.9,True,True,False,https://www.vitar.cz/maxi-vita-exclusive-odvodneni/,https://www.nasevitaminy.cz/maxi-vita-exclusive-odvodneni-20-eff-tbl,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_6cb83ee314bd,Maxi Vita Exclusive Omega 3 forte+,Maxi Vita,42300071,8595011133806,Srdce a oběh,Kapsle,174.9,True,True,False,https://www.vitar.cz/maxivita-exclusive-omega-3-forte/,https://www.nasevitaminy.cz/maxi-vita-exclusive-omega-3-forte,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_fc429ea25063,Maxi Vita Exclusive Podpora imunity,Maxi Vita,41300108,8595011143003,Hydratace a nápoje,Šumivé tablety,64.9,True,True,False,https://www.vitar.cz/maxivita-exclusive-podpora-imunity/,https://www.nasevitaminy.cz/maxi-vita-exclusive-podpora-imunity,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_427ae2eb26e4,Maxi Vita Exclusive Posílení imunity forte+,Maxi Vita,42300066,8595011127690,Imunita,Tablety,184.9,True,True,False,https://www.vitar.cz/maxivita-exclusive-posileni-imunity-forte/,https://www.nasevitaminy.cz/maxi-vita-exclusive-posileni-imunity-forte,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_b835934d5de6,Maxi Vita Exclusive Rakytník forte+,Maxi Vita,42300070,8595011133288,Imunita,Kapsle,184.9,True,True,False,https://www.vitar.cz/maxivita-exclusive-rakytnik-forte/,https://www.nasevitaminy.cz/maxi-vita-exclusive-rakytnik-forte,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_4ce231f02104,Maxi Vita Exclusive Rehydratace,Maxi Vita,41300112,8595011146141,Hydratace a nápoje,Šumivé tablety,89.9,True,True,False,https://www.vitar.cz/maxi-vita-exclusive-rehydratace/,https://www.nasevitaminy.cz/maxi-vita-exclusive-rehydratace-20-eff-tbl,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_42d7cfa0cba6,Maxi Vita Exclusive Vápník–hořčík–zinek forte+,Maxi Vita,42300067,8595011128956,Vitaminy a minerály,Tablety,108.9,True,True,False,https://www.vitar.cz/maxivita-exclusive-vapnik-horcik-zinek-forte/,https://www.nasevitaminy.cz/maxi-vita-exclusive-vapnik-horcik-zinek-forte,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
